Date,Category,Income,Expense,Savings_Rate,Predicted_Savings_Rate
2020-07-02 00:00:00,Entertainment,3071.0,-734.8,0.760729404102898,0.7647779547183255
2020-07-04 00:00:00,Rent,0.0,-2779.43,,-2.3806172274103594
2020-07-06 00:00:00,Other,1925.0,-1113.28,0.4216727272727273,0.4114433235009599
2020-07-08 00:00:00,Travel,0.0,-818.09,,-0.34465722898395834
2020-07-10 00:00:00,Travel,0.0,-580.96,,-0.13830771921918855
2020-07-12 00:00:00,Entertainment,0.0,-3283.68,,-4.36387214248982
2020-07-16 00:00:00,Health & Fitness,0.0,-195.84,,0.5808495344124698
2020-07-20 00:00:00,Entertainment,1096.0,-1652.09,-0.5073813868613138,-0.5175114899849403
2020-07-22 00:00:00,Entertainment,0.0,-5280.49,,-6.398344605808391
2020-07-24 00:00:00,Salary,0.0,-109.93,,0.7434428126309178
2020-07-28 00:00:00,Health & Fitness,0.0,-4481.77,,-5.908393722983515
2020-07-30 00:00:00,Travel,0.0,-2995.91,,-1.2691336981526207
2020-08-01 00:00:00,Entertainment,2420.0,-3877.54,-0.6022892561983471,-0.5835770172053952
2020-08-03 00:00:00,Investment,5604.0,-1549.68,0.7234689507494646,0.9024106634392426
2020-08-05 00:00:00,Shopping,0.0,-4484.72,,-2.5506872163523884
2020-08-07 00:00:00,Shopping,0.0,-2590.48,,-1.2712324267902122
2020-08-09 00:00:00,Entertainment,0.0,-981.58,,-1.2406823947262033
2020-08-13 00:00:00,Salary,0.0,-1518.88,,-0.7087469904272166
2020-08-15 00:00:00,Utilities,0.0,-1961.64,,-1.7810242766720257
2020-08-17 00:00:00,Rent,0.0,-2476.94,,-2.0047125852829497
2020-08-19 00:00:00,Other,5169.0,0.0,1.0,0.9900793190320853
2020-08-21 00:00:00,Travel,0.0,-5859.42,,-1.8601567683969147
2020-08-25 00:00:00,Rent,0.0,-1564.65,,-1.588961211503928
2020-08-27 00:00:00,Food & Drink,1748.0,-1899.73,-0.0868020594965675,-0.09710222338334062
2020-08-29 00:00:00,Entertainment,0.0,-2277.64,,-3.9396799529229742
2020-08-31 00:00:00,Health & Fitness,0.0,-1901.71,,-3.1737343486109157
2020-09-04 00:00:00,Other,1385.0,-1155.84,0.1654584837545127,0.15728900267289947
2020-09-06 00:00:00,Rent,0.0,-1987.61,,-1.6358541219651936
2020-09-08 00:00:00,Entertainment,0.0,-212.78,,-0.014083283689737214
2020-09-10 00:00:00,Food & Drink,0.0,-2442.65,,-3.1963960246914542
2020-09-16 00:00:00,Food & Drink,0.0,-3990.91,,-5.316405983569878
2020-09-18 00:00:00,Salary,0.0,-2170.77,,-1.5358791224427653
2020-09-22 00:00:00,Health & Fitness,0.0,-3407.79,,-4.839572879601162
2020-09-24 00:00:00,Travel,0.0,-687.27,,-0.6237939168432611
2020-09-26 00:00:00,Entertainment,0.0,-2411.19,,-3.215373337175171
2020-09-28 00:00:00,Salary,0.0,-1295.35,,-0.5202954292223883
2020-09-30 00:00:00,Entertainment,0.0,-814.53,,-0.561894958201965
2020-10-02 00:00:00,Salary,0.0,-1111.41,,-0.3096161598586811
2020-10-04 00:00:00,Health & Fitness,0.0,-710.1,,-0.20025557746533107
2020-10-06 00:00:00,Investment,5153.0,-510.29,0.9009722491752378,0.9601649069609393
2020-10-08 00:00:00,Salary,0.0,-2521.45,,-1.3046795061310257
2020-10-10 00:00:00,Investment,5821.0,-462.69,0.920513657447174,0.9525947185460912
2020-10-12 00:00:00,Utilities,0.0,-1279.36,,-2.293602918146398e-05
2020-10-14 00:00:00,Rent,0.0,-2709.35,,-2.674312181726556
2020-10-16 00:00:00,Rent,0.0,-3316.71,,-2.7918651399793166
2020-10-18 00:00:00,Travel,0.0,-486.41,,-0.48140922572308037
2020-10-22 00:00:00,Shopping,0.0,-1216.57,,-0.5905269388359844
2020-10-24 00:00:00,Entertainment,0.0,-1553.63,,-1.4929376352759443
2020-10-26 00:00:00,Entertainment,0.0,-3651.79,,-4.799681270743747
2020-10-28 00:00:00,Investment,1923.0,-15.32,0.9920332813312532,1.0003900922629512
2020-10-30 00:00:00,Salary,0.0,-1998.56,,-1.1091369804472295
2020-11-01 00:00:00,Entertainment,0.0,-4522.35,,-6.225470168688445
2020-11-03 00:00:00,Rent,0.0,-128.68,,0.7927836791025384
2020-11-05 00:00:00,Travel,0.0,-883.92,,-0.8099168137685538
2020-11-07 00:00:00,Travel,0.0,-1402.47,,-1.0041269743687746
2020-11-09 00:00:00,Food & Drink,0.0,-2544.6,,-3.3831405075690837
2020-11-11 00:00:00,Food & Drink,0.0,-3155.88,,-4.404575293189616
2020-11-13 00:00:00,Salary,0.0,-3929.16,,-2.629340237030185
2020-11-15 00:00:00,Food & Drink,0.0,-3150.63,,-4.1347354065736255
2020-11-17 00:00:00,Food & Drink,0.0,-1318.74,,-1.537702083812891
2020-11-19 00:00:00,Shopping,0.0,-117.87,,0.1857083258214055
2020-11-21 00:00:00,Salary,0.0,-1254.56,,-0.35026836014487234
2020-11-23 00:00:00,Entertainment,0.0,-541.44,,0.20564188584398357
2020-11-25 00:00:00,Entertainment,4089.0,-1674.11,0.5905820494008315,0.6007549781478638
2020-11-27 00:00:00,Food & Drink,4280.0,-1108.98,0.740892523364486,0.7507005727130815
2020-11-29 00:00:00,Utilities,0.0,-1001.77,,0.6709855617154172
2020-12-01 00:00:00,Travel,0.0,-836.83,,0.3163215452412763
2020-12-05 00:00:00,Salary,0.0,-2613.74,,-1.2731888481629106
2020-12-09 00:00:00,Shopping,0.0,-2329.24,,-1.0825860664147762
2020-12-11 00:00:00,Salary,0.0,-3408.45,,-2.141897110128645
2020-12-13 00:00:00,Entertainment,0.0,-3574.68,,-4.405543449218903
2020-12-15 00:00:00,Shopping,0.0,-1896.26,,-1.1051135606931908
2020-12-17 00:00:00,Other,1322.0,-995.7,0.246822995461422,0.23672146363546265
2020-12-19 00:00:00,Food & Drink,0.0,-1656.09,,-2.382922918764732
2020-12-21 00:00:00,Utilities,0.0,-158.91,,-0.7498263649520025
2020-12-23 00:00:00,Rent,0.0,-4297.49,,-2.724392708054073
2020-12-25 00:00:00,Investment,2423.0,-1746.04,0.2793891869583161,0.2696352233594429
2020-12-27 00:00:00,Travel,0.0,-1994.88,,-0.7553988202064181
2020-12-29 00:00:00,Shopping,0.0,-1956.89,,-0.7159570715344452
2020-12-31 00:00:00,Food & Drink,0.0,-994.44,,-0.7939486967430452
2021-01-06 00:00:00,Entertainment,0.0,-1790.36,,-2.13350205307613
2021-01-08 00:00:00,Utilities,0.0,-348.27,,-1.2158370549253188
2021-01-10 00:00:00,Other,2472.0,-990.16,0.5994498381877023,0.6095826795156121
2021-01-12 00:00:00,Other,2856.0,-1438.48,0.4963305322128851,0.5063580660842473
2021-01-14 00:00:00,Travel,3440.0,-2680.9,0.2206686046511627,0.46413067754078763
2021-01-16 00:00:00,Food & Drink,0.0,-2378.3500000000004,,-3.366967241969789
2021-01-18 00:00:00,Travel,0.0,-1553.72,,-0.34011080164160773
2021-01-20 00:00:00,Health & Fitness,0.0,-445.82,,0.1525127344674615
2021-01-24 00:00:00,Other,1620.0,0.0,1.0,1.0098038522252526
2021-01-26 00:00:00,Health & Fitness,3176.0,-3568.16,-0.1234760705289672,-0.11384737458404237
2021-01-28 00:00:00,Utilities,0.0,-521.37,,0.08418852663865606
2021-02-01 00:00:00,Salary,0.0,-1935.09,,-1.1167548313464513
2021-02-05 00:00:00,Health & Fitness,0.0,-1900.53,,-2.3758023518074696
2021-02-07 00:00:00,Health & Fitness,0.0,-2124.57,,-2.949606507709051
2021-02-09 00:00:00,Travel,0.0,-2251.05,,-1.2311115155699408
2021-02-11 00:00:00,Food & Drink,0.0,-1468.5100000000002,,-1.6905813395669054
2021-02-13 00:00:00,Health & Fitness,0.0,-1831.36,,-2.4066881849492274
2021-02-15 00:00:00,Rent,0.0,-1274.45,,-0.6982453873311505
2021-02-17 00:00:00,Travel,0.0,-1301.99,,-1.0871060810002717
2021-02-19 00:00:00,Investment,804.0,-241.08,0.7001492537313432,0.7103164887555382
2021-02-21 00:00:00,Utilities,0.0,-783.41,,-1.1387382946533315
2021-02-23 00:00:00,Shopping,0.0,-2492.1,,-0.9432925134782302
2021-02-27 00:00:00,Health & Fitness,0.0,-2321.09,,-3.2410778724950893
2021-03-01 00:00:00,Entertainment,4960.0,-1842.84,0.6284596774193548,0.6184181952950845
2021-03-03 00:00:00,Rent,0.0,-1898.53,,-2.022380202477927
2021-03-05 00:00:00,Food & Drink,0.0,-1439.5600000000002,,-2.336678179655719
2021-03-07 00:00:00,Entertainment,0.0,-3416.82,,-4.5165661079989965
2021-03-09 00:00:00,Utilities,2771.0,-2203.9300000000003,0.2046445326596895,0.1947863639822096
2021-03-11 00:00:00,Utilities,0.0,-39.57,,-0.1827809730588984
2021-03-15 00:00:00,Other,10139.0,-1181.82,0.8834382088963408,0.8736803509661637
2021-03-17 00:00:00,Health & Fitness,855.0,-1952.84,-1.2840233918128654,-0.4414363451958472
2021-03-19 00:00:00,Food & Drink,0.0,-3372.52,,-1.525956021335467
2021-03-21 00:00:00,Investment,4658.0,-1069.14,0.7704723057106054,0.780744576989572
2021-03-23 00:00:00,Entertainment,4023.0,-2421.75,0.3980238627889634,0.3880226124476229
2021-03-25 00:00:00,Other,3060.0,-837.82,0.726202614379085,0.7363193993045232
2021-03-27 00:00:00,Health & Fitness,0.0,-2051.25,,-2.8683335724817676
2021-03-29 00:00:00,Health & Fitness,0.0,-2494.85,,-4.154786952869847
2021-03-31 00:00:00,Health & Fitness,0.0,-1343.33,,-1.531276165183557
2021-04-02 00:00:00,Entertainment,0.0,-3966.96,,-5.005919767977607
2021-04-08 00:00:00,Food & Drink,0.0,-4441.35,,-5.7120706519355195
2021-04-10 00:00:00,Travel,0.0,-1911.48,,-1.2130319570265562
2021-04-12 00:00:00,Shopping,0.0,-1889.5,,-1.0049416160880704
2021-04-18 00:00:00,Food & Drink,1168.0,-3436.08,-1.941849315068493,-1.9519679782374295
2021-04-20 00:00:00,Shopping,0.0,-976.47,,-0.19406672576769124
2021-04-22 00:00:00,Health & Fitness,0.0,-1304.51,,-1.8726191159418453
2021-04-24 00:00:00,Salary,0.0,-1058.6,,-0.27760948607752933
2021-04-26 00:00:00,Entertainment,0.0,-2744.05,,-3.656479801161333
2021-04-30 00:00:00,Rent,0.0,-25.38,,0.8831132340023486
2021-05-02 00:00:00,Utilities,0.0,-267.08,,-1.1660712771163926
2021-05-04 00:00:00,Entertainment,0.0,-1158.95,,-0.5017218802597667
2021-05-06 00:00:00,Rent,0.0,-4841.59,,-2.715416812817124
2021-05-10 00:00:00,Entertainment,0.0,-2667.01,,-3.413056256553733
2021-05-12 00:00:00,Rent,0.0,-797.58,,-0.3092857104475589
2021-05-14 00:00:00,Health & Fitness,3362.0,-1476.79,0.5607406305770375,0.5504926428149066
2021-05-16 00:00:00,Utilities,0.0,-480.18,,-0.3174887079876614
2021-05-18 00:00:00,Investment,1921.0,0.0,1.0,1.0099696978790567
2021-05-22 00:00:00,Rent,0.0,-1295.79,,-0.2799240559073277
2021-05-24 00:00:00,Health & Fitness,0.0,-6594.74,,-6.432557747946123
2021-05-26 00:00:00,Salary,0.0,-247.53,,0.38127788932804496
2021-05-28 00:00:00,Rent,0.0,-1233.87,,-0.8488514453296943
2021-05-30 00:00:00,Entertainment,0.0,-2719.67,,-3.5211089524516375
2021-06-01 00:00:00,Health & Fitness,0.0,-3880.82,,-5.399141157674293
2021-06-03 00:00:00,Investment,820.0,0.0,1.0,0.9900844539623712
2021-06-05 00:00:00,Salary,0.0,-3539.67,,-2.1184508928376102
2021-06-09 00:00:00,Food & Drink,0.0,-1580.56,,-2.1977430723217832
2021-06-11 00:00:00,Rent,0.0,-1241.5300000000002,,-0.6968075731279713
2021-06-13 00:00:00,Utilities,0.0,-673.39,,-1.3961532478034293
2021-06-15 00:00:00,Shopping,0.0,-2100.94,,-0.9840393681420496
2021-06-19 00:00:00,Health & Fitness,0.0,-2254.31,,-3.0564412541638726
2021-06-21 00:00:00,Rent,0.0,-1295.59,,-0.7478327610932682
2021-06-23 00:00:00,Entertainment,0.0,-736.3299999999999,,-0.4100004732348502
2021-06-25 00:00:00,Entertainment,0.0,-460.82,,0.22705225978055166
2021-06-27 00:00:00,Investment,4779.0,-3546.06,0.2579912115505336,0.24804448266296442
2021-06-29 00:00:00,Food & Drink,0.0,-827.61,,-1.319492759030486
2021-07-03 00:00:00,Salary,0.0,-4224.06,,-3.2888123887259466
2021-07-05 00:00:00,Other,4282.0,0.0,1.0,1.0102031918248104
2021-07-07 00:00:00,Shopping,0.0,-1010.78,,0.28896698515902997
2021-07-09 00:00:00,Utilities,3540.0,-4808.57,-0.3583531073446326,0.009435457398837
2021-07-11 00:00:00,Rent,0.0,-3444.35,,-3.9380767443622426
2021-07-13 00:00:00,Entertainment,0.0,-894.45,,-2.5357212565242913
2021-07-15 00:00:00,Investment,730.0,0.0,1.0,0.9898017486368078
2021-07-19 00:00:00,Rent,0.0,-1963.78,,-1.124492332735303
2021-07-23 00:00:00,Other,4174.0,-1443.0,0.6542884523239099,0.6440075606563498
2021-07-27 00:00:00,Utilities,0.0,-1102.12,,-0.37302225922241866
2021-07-29 00:00:00,Shopping,0.0,-231.26,,1.084021822185673
2021-08-02 00:00:00,Travel,0.0,-252.48,,-0.2981551015155907
2021-08-06 00:00:00,Salary,1676.0,-1332.5,0.2049522673031026,0.19490290160348556
2021-08-08 00:00:00,Food & Drink,0.0,-1616.22,,-1.9913493638433757
2021-08-10 00:00:00,Health & Fitness,0.0,-144.68,,0.43149359962422995
2021-08-12 00:00:00,Food & Drink,0.0,-2749.27,,-3.6277295390524777
2021-08-14 00:00:00,Food & Drink,0.0,-720.62,,-0.23037572004621493
2021-08-16 00:00:00,Investment,1349.0,0.0,1.0,0.9922575030915726
2021-08-18 00:00:00,Health & Fitness,0.0,-275.49,,0.6507747816988563
2021-08-20 00:00:00,Health & Fitness,4420.0,-1764.45,0.6008031674208145,0.570161154228648
2021-08-22 00:00:00,Entertainment,0.0,-1856.32,,-2.8459869403831135
2021-08-24 00:00:00,Salary,0.0,-1549.6999999999998,,-0.6356898641010764
2021-08-26 00:00:00,Entertainment,0.0,-579.36,,-0.13748897400252041
2021-08-28 00:00:00,Food & Drink,0.0,-1732.94,,-1.916375810006591
2021-09-05 00:00:00,Rent,0.0,-3089.87,,-2.298187781286554
2021-09-09 00:00:00,Other,3509.0,-3155.87,0.100635508691935,0.11090785796909297
2021-09-11 00:00:00,Salary,0.0,-3676.85,,-3.153318862731366
2021-09-15 00:00:00,Food & Drink,4063.0,-1190.37,0.7070219049963081,0.71711520977909
2021-09-17 00:00:00,Other,785.0,-1906.05,-1.4280891719745223,-1.4177696159394757
2021-09-19 00:00:00,Food & Drink,3500.0,-3534.8100000000004,-0.0099457142857144,0.0002387681070699088
2021-09-21 00:00:00,Investment,4588.0,0.0,1.0,0.9901374050934912
2021-09-27 00:00:00,Rent,0.0,-530.94,,0.11128838113961104
2021-10-01 00:00:00,Salary,0.0,-437.0,,1.1177296886007608
2021-10-07 00:00:00,Investment,4203.0,-408.35,0.9028432072329288,0.9439438212248121
2021-10-13 00:00:00,Health & Fitness,1219.0,-3122.75,-1.5617309269893356,-1.3154456321268264
2021-10-15 00:00:00,Utilities,0.0,-1589.46,,-0.22749051894560135
2021-10-19 00:00:00,Rent,0.0,-1970.41,,-1.7824285565679165
2021-10-21 00:00:00,Entertainment,4328.0,-1582.84,0.6342791127541589,0.5782483786330006
2021-10-23 00:00:00,Other,3761.0,-1227.78,0.6735495878755651,0.6619419772789918
2021-10-27 00:00:00,Rent,0.0,-1315.5300000000002,,-1.0572495137814342
2021-10-29 00:00:00,Rent,0.0,-905.45,,-0.25727159520622933
2021-11-02 00:00:00,Health & Fitness,0.0,-265.39,,0.4898790073506567
2021-11-04 00:00:00,Investment,1517.0,-1875.56,-0.2363612392880686,-0.22626536822022958
2021-11-06 00:00:00,Entertainment,0.0,-2392.0,,-3.7737572105005253
2021-11-10 00:00:00,Travel,0.0,-259.09,,-0.1142101746110924
2021-11-14 00:00:00,Rent,0.0,-1010.12,,-0.3483096496620183
2021-11-16 00:00:00,Health & Fitness,1902.0,-1686.63,0.1132334384858043,0.12289568061313516
2021-11-18 00:00:00,Food & Drink,0.0,-2717.42,,-4.380977116114688
2021-11-20 00:00:00,Investment,4768.0,-601.89,0.8737646812080536,0.8839955936095614
2021-11-22 00:00:00,Salary,0.0,-934.24,,0.1753821480760509
2021-11-26 00:00:00,Health & Fitness,0.0,-2583.03,,-3.6847121676290335
2021-11-28 00:00:00,Other,4718.0,0.0,1.0,0.9919817629606833
2021-11-30 00:00:00,Health & Fitness,0.0,-491.06,,-0.3324870233279251
2021-12-02 00:00:00,Investment,5407.0,-504.06,0.9067764009617162,0.9085352035075285
2021-12-08 00:00:00,Health & Fitness,4585.0,-2016.59,0.5601766630316248,0.39148887298218626
2021-12-10 00:00:00,Salary,0.0,-56.12,,1.5419911504900854
2021-12-12 00:00:00,Salary,0.0,-2619.1800000000003,,-1.5431368441878812
2021-12-14 00:00:00,Investment,7526.0,0.0,1.0,0.9904254657686189
2021-12-16 00:00:00,Health & Fitness,0.0,-100.03,,0.4356994093134908
2021-12-18 00:00:00,Investment,3469.0,0.0,1.0,1.0007498671409791
2021-12-20 00:00:00,Rent,0.0,-2431.2,,-1.5842544829018137
2021-12-22 00:00:00,Rent,0.0,-266.04,,0.7802171878701485
2021-12-24 00:00:00,Other,3277.0,0.0,1.0,0.9898055294191119
2021-12-26 00:00:00,Health & Fitness,0.0,-1512.38,,-1.3627487707844388
2021-12-28 00:00:00,Other,4596.0,0.0,1.0,0.9898412568070707
2021-12-30 00:00:00,Investment,1622.0,0.0,1.0,0.9899578478958786
2022-01-01 00:00:00,Salary,0.0,-1043.47,,0.4779843144898561
2022-01-03 00:00:00,Health & Fitness,3186.0,-2945.28,0.0755555555555554,0.08547984430468325
2022-01-05 00:00:00,Food & Drink,0.0,-1914.6,,-3.4293699212260105
2022-01-07 00:00:00,Food & Drink,0.0,-1197.85,,-2.275959142671221
2022-01-09 00:00:00,Entertainment,0.0,-1445.59,,-1.5514749641313286
2022-01-13 00:00:00,Food & Drink,0.0,-2506.7,,-3.3704802286361915
2022-01-15 00:00:00,Entertainment,0.0,-879.48,,-0.7066463014620585
2022-01-17 00:00:00,Food & Drink,0.0,-3161.4,,-4.409412613989014
2022-01-21 00:00:00,Health & Fitness,4975.0,-2630.63,0.4712301507537688,0.41137918442481713
2022-01-23 00:00:00,Investment,2785.0,-1224.05,0.5604847396768402,0.570765623029742
2022-01-27 00:00:00,Entertainment,0.0,-1883.56,,-2.059205994693219
2022-01-31 00:00:00,Travel,0.0,-1412.75,,-0.4602336425239542
2022-02-02 00:00:00,Salary,0.0,-640.91,,0.06903796783357719
2022-02-04 00:00:00,Shopping,0.0,-2375.26,,-1.0683731079673848
2022-02-06 00:00:00,Health & Fitness,0.0,-1909.67,,-2.4773849205840284
2022-02-08 00:00:00,Travel,0.0,-2290.17,,-1.2165420114269159
2022-02-10 00:00:00,Entertainment,3205.0,-3866.08,-0.2062652106084243,0.35067070260295385
2022-02-14 00:00:00,Rent,0.0,-1365.57,,-1.23347725331107
2022-02-16 00:00:00,Food & Drink,6964.0,-2776.91,0.6012478460654797,0.6114067734035968
2022-02-18 00:00:00,Investment,4883.0,0.0,1.0,1.0101991946114433
2022-02-20 00:00:00,Food & Drink,0.0,-1827.33,,-0.3068070730877078
2022-02-22 00:00:00,Investment,797.0,-1578.04,-0.979974905897114,-0.9700287842718396
2022-02-24 00:00:00,Other,806.0,0.0,1.0,0.9953406452032556
2022-02-26 00:00:00,Investment,3244.0,0.0,1.0,0.9896056036695768
2022-02-28 00:00:00,Salary,0.0,-1779.63,,-0.33994707194817153
2022-03-02 00:00:00,Other,2735.0,0.0,1.0,1.0070666980918626
2022-03-04 00:00:00,Investment,5815.0,0.0,1.0,0.9898645325680184
2022-03-06 00:00:00,Entertainment,0.0,-1835.1,,-0.5953222475923532
2022-03-12 00:00:00,Shopping,0.0,-1655.71,,0.05603972784196354
2022-03-14 00:00:00,Rent,0.0,-807.66,,-0.1285977634854037
2022-03-16 00:00:00,Entertainment,4411.0,-23.59,0.994652006347767,0.9847747253771242
2022-03-18 00:00:00,Travel,0.0,-3989.91,,-1.013229481770993
2022-03-20 00:00:00,Food & Drink,0.0,-2155.67,,-3.7160644923794095
2022-03-22 00:00:00,Travel,0.0,-3086.67,,-1.3824829180140106
2022-03-24 00:00:00,Health & Fitness,0.0,-2354.66,,-3.3931945500882525
2022-03-26 00:00:00,Entertainment,0.0,-2581.86,,-3.372067328747508
2022-03-28 00:00:00,Entertainment,4762.0,-6030.33,-0.2663439731205376,-1.019444317764928
2022-03-30 00:00:00,Shopping,3024.0,-1435.4,0.5253306878306878,0.5158272101555375
2022-04-01 00:00:00,Other,2879.0,-4165.25,-0.4467697117054532,-1.0885518274447579
2022-04-03 00:00:00,Salary,0.0,-3220.77,,-2.6655459351536646
2022-04-05 00:00:00,Utilities,0.0,-1985.77,,-0.6840799810666832
2022-04-07 00:00:00,Utilities,0.0,-1458.44,,-1.3660679574692982
2022-04-09 00:00:00,Food & Drink,0.0,-4832.24,,-6.0404348442982645
2022-04-15 00:00:00,Investment,763.0,0.0,1.0,1.0040974960843339
2022-04-17 00:00:00,Food & Drink,0.0,-1722.63,,-2.5829352068751676
2022-04-21 00:00:00,Food & Drink,6576.0,-497.02,0.9244190997566908,1.4441716268696625
2022-04-23 00:00:00,Entertainment,0.0,-1922.28,,-2.2727155467036964
2022-04-29 00:00:00,Health & Fitness,0.0,-1640.61,,-2.2278347226715214
2022-05-01 00:00:00,Entertainment,0.0,-2088.71,,-2.7038427760340147
2022-05-03 00:00:00,Salary,0.0,-103.3,,0.606921747343325
2022-05-05 00:00:00,Shopping,0.0,-3907.48,,-1.2183029780371506
2022-05-07 00:00:00,Entertainment,2588.0,-5403.03,-1.0877241112828435,-1.0973212635548728
2022-05-09 00:00:00,Food & Drink,0.0,-1620.15,,-2.543573912305672
