Date,Category,Income,Expense,Savings_Rate,Predicted_Savings_Rate
2020-04-17 00:00:00,Health & Fitness,996.0,-3332.2200000000003,-2.3456024096385546,-0.9642157800230877
2020-04-21 00:00:00,Investment,2058.0,0.0,1.0,0.8412600753020623
2020-04-23 00:00:00,Utilities,0.0,-849.54,,0.20819109991791662
2020-04-25 00:00:00,Entertainment,914.0,-3688.53,-3.0355908096280086,-1.1605647593089887
2020-04-27 00:00:00,Entertainment,0.0,-2071.61,,-0.53813847966629
2020-04-29 00:00:00,Travel,0.0,-2617.93,,-0.6811437097787194
2020-05-01 00:00:00,Travel,0.0,-851.78,,0.204303882741775
2020-05-03 00:00:00,Food & Drink,0.0,-1480.62,,-0.21262549516317392
2020-05-05 00:00:00,Utilities,0.0,-393.31,,0.46881296209943185
2020-05-07 00:00:00,Investment,3807.0,0.0,1.0,1.1750212514376657
2020-05-11 00:00:00,Investment,825.0,-1318.17,-0.5977818181818183,0.029076858431581254
2020-05-13 00:00:00,Health & Fitness,0.0,-2355.06,,-0.6457125036900238
2020-05-15 00:00:00,Rent,0.0,-948.42,,0.1078305516149704
2020-05-17 00:00:00,Rent,0.0,-155.79,,0.507850865491794
2020-05-19 00:00:00,Rent,0.0,-2033.34,,-0.39323954900454133
2020-05-21 00:00:00,Utilities,0.0,-881.99,,0.23022205768744564
2020-05-25 00:00:00,Travel,0.0,-1227.24,,0.036731972105770117
2020-05-27 00:00:00,Food & Drink,0.0,-3217.52,,-1.052589630201321
2020-05-29 00:00:00,Investment,1376.0,-551.97,0.598859011627907,0.4892949027464798
2020-05-31 00:00:00,Food & Drink,0.0,-1624.59,,-0.29838501121717814
2020-06-02 00:00:00,Travel,0.0,-97.73,,0.5860857109410857
2020-06-04 00:00:00,Utilities,0.0,-1277.86,,0.04026201515618383
2020-06-06 00:00:00,Food & Drink,0.0,-1340.4699999999998,,-0.12400243767622571
2020-06-08 00:00:00,Utilities,826.0,-1961.0,-1.37409200968523,-0.1709960904815328
2020-06-10 00:00:00,Entertainment,0.0,-6608.25,,-2.7531884811025846
2020-06-12 00:00:00,Utilities,0.0,-1764.02,,-0.27055517442524496
2020-06-14 00:00:00,Entertainment,3872.0,-540.94,0.8602944214876033,0.8070848671295108
2020-06-18 00:00:00,Other,5686.0,-1888.12,0.6679352796341893,0.5282799499996051
2020-06-20 00:00:00,Health & Fitness,0.0,-2587.86,,-0.814322029674228
2020-06-22 00:00:00,Other,1962.0,-86.13,0.9561009174311926,0.7783836056305642
2020-06-24 00:00:00,Health & Fitness,0.0,-1459.8,,-0.1952190087759194
2020-06-30 00:00:00,Rent,0.0,-874.87,,0.15395772705709654
2020-07-02 00:00:00,Entertainment,3071.0,-734.8,0.760729404102898,0.6403771932513659
2020-07-04 00:00:00,Rent,0.0,-2779.43,,-0.7916601754629677
2020-07-06 00:00:00,Other,1925.0,-1113.28,0.4216727272727273,0.30044833624669975
2020-07-08 00:00:00,Travel,0.0,-818.09,,0.2112688361964796
2020-07-10 00:00:00,Travel,0.0,-580.96,,0.34625394824351474
2020-07-12 00:00:00,Entertainment,0.0,-3283.68,,-1.095457458616297
2020-07-16 00:00:00,Health & Fitness,0.0,-195.84,,0.4315771887964856
2020-07-20 00:00:00,Entertainment,1096.0,-1652.09,-0.5073813868613138,-0.13800847114093734
2020-07-22 00:00:00,Entertainment,0.0,-5280.49,,-2.089898353047278
2020-07-24 00:00:00,Salary,0.0,-109.93,,0.5033972235123785
2020-07-28 00:00:00,Health & Fitness,0.0,-4481.77,,-1.6872836570194247
2020-07-30 00:00:00,Travel,0.0,-2995.91,,-0.8475569533985601
2020-08-01 00:00:00,Entertainment,2420.0,-3877.54,-0.6022892561983471,-1.055924875442624
2020-08-03 00:00:00,Investment,5604.0,-1549.68,0.7234689507494646,0.6338844196648942
2020-08-05 00:00:00,Shopping,0.0,-4484.72,,-1.6749166863524108
2020-08-07 00:00:00,Shopping,0.0,-2590.48,,-0.7290566865395369
2020-08-09 00:00:00,Entertainment,0.0,-981.58,,-0.018797010314607954
2020-08-13 00:00:00,Salary,0.0,-1518.88,,-0.1468782912420678
2020-08-15 00:00:00,Utilities,0.0,-1961.64,,-0.30284025155151734
2020-08-17 00:00:00,Rent,0.0,-2476.94,,-0.6335283949091846
2020-08-19 00:00:00,Other,5169.0,0.0,1.0,1.3865820530676474
2020-08-21 00:00:00,Travel,0.0,-5859.42,,-2.279516857260908
2020-08-25 00:00:00,Rent,0.0,-1564.65,,-0.25404332785942046
2020-08-27 00:00:00,Food & Drink,1748.0,-1899.73,-0.0868020594965675,-0.17511021756280826
2020-08-29 00:00:00,Entertainment,0.0,-2277.64,,-0.6365597119800392
2020-08-31 00:00:00,Health & Fitness,0.0,-1901.71,,-0.4245184610455171
2020-09-04 00:00:00,Other,1385.0,-1155.84,0.1654584837545127,0.21384557999187148
2020-09-06 00:00:00,Rent,0.0,-1987.61,,-0.4015757059522718
2020-09-08 00:00:00,Entertainment,0.0,-212.78,,0.3835672705864671
2020-09-10 00:00:00,Food & Drink,0.0,-2442.65,,-0.6729840638880613
2020-09-16 00:00:00,Food & Drink,0.0,-3990.91,,-1.4374972673716058
2020-09-18 00:00:00,Salary,0.0,-2170.77,,-0.49402871494904305
2020-09-22 00:00:00,Health & Fitness,0.0,-3407.79,,-1.1672455435945233
2020-09-24 00:00:00,Travel,0.0,-687.27,,0.2766705041167318
2020-09-26 00:00:00,Entertainment,0.0,-2411.19,,-0.6925588068166459
2020-09-28 00:00:00,Salary,0.0,-1295.35,,-0.03264337151460345
2020-09-30 00:00:00,Entertainment,0.0,-814.53,,0.09509000350664848
2020-10-02 00:00:00,Salary,0.0,-1111.41,,0.06702369307562184
2020-10-04 00:00:00,Health & Fitness,0.0,-710.1,,0.19740918700037868
2020-10-06 00:00:00,Investment,5153.0,-510.29,0.9009722491752378,1.1411103758026722
2020-10-08 00:00:00,Salary,0.0,-2521.45,,-0.6627174524149029
2020-10-10 00:00:00,Investment,5821.0,-462.69,0.920513657447174,1.2144939579374852
2020-10-12 00:00:00,Utilities,0.0,-1279.36,,-0.02416190256834483
2020-10-14 00:00:00,Rent,0.0,-2709.35,,-0.7829514846894892
2020-10-16 00:00:00,Rent,0.0,-3316.71,,-1.0506696487986558
2020-10-18 00:00:00,Travel,0.0,-486.41,,0.3710616092497483
2020-10-22 00:00:00,Shopping,0.0,-1216.57,,0.016473199083850976
2020-10-24 00:00:00,Entertainment,0.0,-1553.63,,-0.24886286697302612
2020-10-26 00:00:00,Entertainment,0.0,-3651.79,,-1.289172294609772
2020-10-28 00:00:00,Investment,1923.0,-15.32,0.9920332813312532,0.8334406988913822
2020-10-30 00:00:00,Salary,0.0,-1998.56,,-0.4004009076351847
2020-11-01 00:00:00,Entertainment,0.0,-4522.35,,-1.7265672823699154
2020-11-03 00:00:00,Rent,0.0,-128.68,,0.490728563015141
2020-11-05 00:00:00,Travel,0.0,-883.92,,0.18888713046871122
2020-11-07 00:00:00,Travel,0.0,-1402.47,,-0.03130961790701786
2020-11-09 00:00:00,Food & Drink,0.0,-2544.6,,-0.7238558628273148
2020-11-11 00:00:00,Food & Drink,0.0,-3155.88,,-1.0397079167239967
2020-11-13 00:00:00,Salary,0.0,-3929.16,,-1.3504791774675555
2020-11-15 00:00:00,Food & Drink,0.0,-3150.63,,-1.066812058447837
2020-11-17 00:00:00,Food & Drink,0.0,-1318.74,,-0.16728862781859793
2020-11-19 00:00:00,Shopping,0.0,-117.87,,0.5496423309942514
2020-11-21 00:00:00,Salary,0.0,-1254.56,,0.0031042447979964805
2020-11-23 00:00:00,Entertainment,0.0,-541.44,,0.25125780235914785
2020-11-25 00:00:00,Entertainment,4089.0,-1674.11,0.5905820494008315,0.3477406931316233
2020-11-27 00:00:00,Food & Drink,4280.0,-1108.98,0.740892523364486,0.6326747970018632
2020-11-29 00:00:00,Utilities,0.0,-1001.77,,0.09138577864384984
2020-12-01 00:00:00,Travel,0.0,-836.83,,0.1979855775905511
2020-12-05 00:00:00,Salary,0.0,-2613.74,,-0.6680672519287865
2020-12-09 00:00:00,Shopping,0.0,-2329.24,,-0.5265225993489626
2020-12-11 00:00:00,Salary,0.0,-3408.45,,-1.0876409185123106
2020-12-13 00:00:00,Entertainment,0.0,-3574.68,,-1.2793799935540922
2020-12-15 00:00:00,Shopping,0.0,-1896.26,,-0.34734003789017714
2020-12-17 00:00:00,Other,1322.0,-995.7,0.246822995461422,0.27014162007364284
2020-12-19 00:00:00,Food & Drink,0.0,-1656.09,,-0.30507117046251525
2020-12-21 00:00:00,Utilities,0.0,-158.91,,0.5691309750981898
2020-12-23 00:00:00,Rent,0.0,-4297.49,,-1.5116800389918694
2020-12-25 00:00:00,Investment,2423.0,-1746.04,0.2793891869583161,0.07102070928322218
2020-12-27 00:00:00,Travel,0.0,-1994.88,,-0.3913172091528497
2020-12-29 00:00:00,Shopping,0.0,-1956.89,,-0.3679837565283037
2020-12-31 00:00:00,Food & Drink,0.0,-994.44,,0.021533286196080248
2021-01-06 00:00:00,Entertainment,0.0,-1790.36,,-0.3769074307205243
2021-01-08 00:00:00,Utilities,0.0,-348.27,,0.4866487559878344
2021-01-10 00:00:00,Other,2472.0,-990.16,0.5994498381877023,0.48905702330659745
2021-01-12 00:00:00,Other,2856.0,-1438.48,0.4963305322128851,0.31618505896294724
2021-01-14 00:00:00,Travel,3440.0,-2680.9,0.2206686046511627,-0.16737368298699734
2021-01-16 00:00:00,Food & Drink,0.0,-2378.3500000000004,,-0.7155387721918878
2021-01-18 00:00:00,Travel,0.0,-1553.72,,-0.17443527274762277
2021-01-20 00:00:00,Health & Fitness,0.0,-445.82,,0.3081970375436119
2021-01-24 00:00:00,Other,1620.0,0.0,1.0,0.8397296553744535
2021-01-26 00:00:00,Health & Fitness,3176.0,-3568.16,-0.1234760705289672,-0.6963009489280407
2021-01-28 00:00:00,Utilities,0.0,-521.37,,0.35160630955755096
2021-02-01 00:00:00,Salary,0.0,-1935.09,,-0.3843721058969903
2021-02-05 00:00:00,Health & Fitness,0.0,-1900.53,,-0.3921203663074991
2021-02-07 00:00:00,Health & Fitness,0.0,-2124.57,,-0.5151713574694814
2021-02-09 00:00:00,Travel,0.0,-2251.05,,-0.4764648291925378
2021-02-11 00:00:00,Food & Drink,0.0,-1468.5100000000002,,-0.21524834851734403
2021-02-13 00:00:00,Health & Fitness,0.0,-1831.36,,-0.3701049145150002
2021-02-15 00:00:00,Rent,0.0,-1274.45,,-0.04138668451657601
2021-02-17 00:00:00,Travel,0.0,-1301.99,,-0.0017726647970947584
2021-02-19 00:00:00,Investment,804.0,-241.08,0.7001492537313432,0.5677611865529899
2021-02-21 00:00:00,Utilities,0.0,-783.41,,0.2775887403724075
2021-02-23 00:00:00,Shopping,0.0,-2492.1,,-0.590688068492726
2021-02-27 00:00:00,Health & Fitness,0.0,-2321.09,,-0.6063663115771978
2021-03-01 00:00:00,Entertainment,4960.0,-1842.84,0.6284596774193548,0.37622458329779934
2021-03-03 00:00:00,Rent,0.0,-1898.53,,-0.4000855845476105
2021-03-05 00:00:00,Food & Drink,0.0,-1439.5600000000002,,-0.23913143654483388
2021-03-07 00:00:00,Entertainment,0.0,-3416.82,,-1.1791716499882638
2021-03-09 00:00:00,Utilities,2771.0,-2203.9300000000003,0.2046445326596895,0.0008952293508857068
2021-03-11 00:00:00,Utilities,0.0,-39.57,,0.5867622566741266
2021-03-15 00:00:00,Other,10139.0,-1181.82,0.8834382088963408,1.600542989449038
2021-03-17 00:00:00,Health & Fitness,855.0,-1952.84,-1.2840233918128654,-0.35896197988469986
2021-03-19 00:00:00,Food & Drink,0.0,-3372.52,,-1.2361381874514468
2021-03-21 00:00:00,Investment,4658.0,-1069.14,0.7704723057106054,0.746475454740853
2021-03-23 00:00:00,Entertainment,4023.0,-2421.75,0.3980238627889634,-0.09639311093174202
2021-03-25 00:00:00,Other,3060.0,-837.82,0.726202614379085,0.5683125688420377
2021-03-27 00:00:00,Health & Fitness,0.0,-2051.25,,-0.5366935448877161
2021-03-29 00:00:00,Health & Fitness,0.0,-2494.85,,-0.7152337339242723
2021-03-31 00:00:00,Health & Fitness,0.0,-1343.33,,-0.13829619022485934
2021-04-02 00:00:00,Entertainment,0.0,-3966.96,,-1.4540254612311416
2021-04-08 00:00:00,Food & Drink,0.0,-4441.35,,-1.683779405884754
2021-04-10 00:00:00,Travel,0.0,-1911.48,,-0.3511936479010109
2021-04-12 00:00:00,Shopping,0.0,-1889.5,,-0.3380588363156151
2021-04-18 00:00:00,Food & Drink,1168.0,-3436.08,-1.941849315068493,-0.9883410812824667
2021-04-20 00:00:00,Shopping,0.0,-976.47,,0.10957931342917154
2021-04-22 00:00:00,Health & Fitness,0.0,-1304.51,,-0.12835615524835947
2021-04-24 00:00:00,Salary,0.0,-1058.6,,0.09133542972786457
2021-04-26 00:00:00,Entertainment,0.0,-2744.05,,-0.839613486175466
2021-04-30 00:00:00,Rent,0.0,-25.38,,0.5671616691900575
2021-05-02 00:00:00,Utilities,0.0,-267.08,,0.5266591296468327
2021-05-04 00:00:00,Entertainment,0.0,-1158.95,,-0.0417295327800416
2021-05-06 00:00:00,Rent,0.0,-4841.59,,-1.775158574023534
2021-05-10 00:00:00,Entertainment,0.0,-2667.01,,-0.8361924922903283
2021-05-12 00:00:00,Rent,0.0,-797.58,,0.1529503791422479
2021-05-14 00:00:00,Health & Fitness,3362.0,-1476.79,0.5607406305770375,0.34629717936871607
2021-05-16 00:00:00,Utilities,0.0,-480.18,,0.39681791433705027
2021-05-18 00:00:00,Investment,1921.0,0.0,1.0,0.8414787069783718
2021-05-22 00:00:00,Rent,0.0,-1295.79,,-0.04227221836265882
2021-05-24 00:00:00,Health & Fitness,0.0,-6594.74,,-2.7031179313306657
2021-05-26 00:00:00,Salary,0.0,-247.53,,0.4365172701613032
2021-05-28 00:00:00,Rent,0.0,-1233.87,,-0.054968979624207714
2021-05-30 00:00:00,Entertainment,0.0,-2719.67,,-0.819302635337593
2021-06-01 00:00:00,Health & Fitness,0.0,-3880.82,,-1.3786206376623895
2021-06-03 00:00:00,Investment,820.0,0.0,1.0,0.6506396015853385
2021-06-05 00:00:00,Salary,0.0,-3539.67,,-1.1493143904728693
2021-06-09 00:00:00,Food & Drink,0.0,-1580.56,,-0.26964889698237543
2021-06-11 00:00:00,Rent,0.0,-1241.5300000000002,,-0.042441395807441995
2021-06-13 00:00:00,Utilities,0.0,-673.39,,0.3266593105256509
2021-06-15 00:00:00,Shopping,0.0,-2100.94,,-0.3998996786267682
2021-06-19 00:00:00,Health & Fitness,0.0,-2254.31,,-0.5688361140412852
2021-06-21 00:00:00,Rent,0.0,-1295.59,,-0.061749405260834445
2021-06-23 00:00:00,Entertainment,0.0,-736.3299999999999,,0.1349685288779196
2021-06-25 00:00:00,Entertainment,0.0,-460.82,,0.2846048264504347
2021-06-27 00:00:00,Investment,4779.0,-3546.06,0.2579912115505336,-0.4036325787162302
2021-06-29 00:00:00,Food & Drink,0.0,-827.61,,0.0604390261153826
2021-07-03 00:00:00,Salary,0.0,-4224.06,,-1.5252153173180878
2021-07-05 00:00:00,Other,4282.0,0.0,1.0,1.2383422095005778
2021-07-07 00:00:00,Shopping,0.0,-1010.78,,0.07546686671565067
2021-07-09 00:00:00,Utilities,3540.0,-4808.57,-0.3583531073446326,-1.156208021292219
2021-07-11 00:00:00,Rent,0.0,-3444.35,,-1.1621304924180493
2021-07-13 00:00:00,Entertainment,0.0,-894.45,,-0.01862798872135979
2021-07-15 00:00:00,Investment,730.0,0.0,1.0,0.657580011917521
2021-07-19 00:00:00,Rent,0.0,-1963.78,,-0.3635909803696195
2021-07-23 00:00:00,Other,4174.0,-1443.0,0.6542884523239099,0.5351915148422095
2021-07-27 00:00:00,Utilities,0.0,-1102.12,,0.07350946659483804
2021-07-29 00:00:00,Shopping,0.0,-231.26,,0.4750591100976943
2021-08-02 00:00:00,Travel,0.0,-252.48,,0.5303111332264723
2021-08-06 00:00:00,Salary,1676.0,-1332.5,0.2049522673031026,0.24299196799480552
2021-08-08 00:00:00,Food & Drink,0.0,-1616.22,,-0.27627923879387556
2021-08-10 00:00:00,Health & Fitness,0.0,-144.68,,0.45046027769039393
2021-08-12 00:00:00,Food & Drink,0.0,-2749.27,,-0.8193800063863617
2021-08-14 00:00:00,Food & Drink,0.0,-720.62,,0.16598714355455008
2021-08-16 00:00:00,Investment,1349.0,0.0,1.0,0.7652023370346491
2021-08-18 00:00:00,Health & Fitness,0.0,-275.49,,0.41021416281796924
2021-08-20 00:00:00,Health & Fitness,4420.0,-1764.45,0.6008031674208145,0.3931268835230669
2021-08-22 00:00:00,Entertainment,0.0,-1856.32,,-0.4399697921991182
2021-08-24 00:00:00,Salary,0.0,-1549.6999999999998,,-0.2017681587951688
2021-08-26 00:00:00,Entertainment,0.0,-579.36,,0.21340310647794306
2021-08-28 00:00:00,Food & Drink,0.0,-1732.94,,-0.32383563227514317
2021-09-05 00:00:00,Rent,0.0,-3089.87,,-0.92343215725407
2021-09-09 00:00:00,Other,3509.0,-3155.87,0.100635508691935,-0.4331861028334855
2021-09-11 00:00:00,Salary,0.0,-3676.85,,-1.262947331125791
2021-09-15 00:00:00,Food & Drink,4063.0,-1190.37,0.7070219049963081,0.5193471188409302
2021-09-17 00:00:00,Other,785.0,-1906.05,-1.4280891719745223,-0.2934950242696342
2021-09-19 00:00:00,Food & Drink,3500.0,-3534.8100000000004,-0.0099457142857144,-0.6987665166344639
2021-09-21 00:00:00,Investment,4588.0,0.0,1.0,1.2286042161356048
2021-09-27 00:00:00,Rent,0.0,-530.94,,0.24955406455158063
2021-10-01 00:00:00,Salary,0.0,-437.0,,0.37231009668002724
2021-10-07 00:00:00,Investment,4203.0,-408.35,0.9028432072329288,1.0466800510915406
2021-10-13 00:00:00,Health & Fitness,1219.0,-3122.75,-1.5617309269893356,-0.8186129490728702
2021-10-15 00:00:00,Utilities,0.0,-1589.46,,-0.17805001756516597
2021-10-19 00:00:00,Rent,0.0,-1970.41,,-0.4073058912801181
2021-10-21 00:00:00,Entertainment,4328.0,-1582.84,0.6342791127541589,0.41425095883022917
2021-10-23 00:00:00,Other,3761.0,-1227.78,0.6735495878755651,0.5275210289173569
2021-10-27 00:00:00,Rent,0.0,-1315.5300000000002,,-0.12884518974312037
2021-10-29 00:00:00,Rent,0.0,-905.45,,0.1135144032466518
2021-11-02 00:00:00,Health & Fitness,0.0,-265.39,,0.4129748560621739
2021-11-04 00:00:00,Investment,1517.0,-1875.56,-0.2363612392880686,-0.10698854295200827
2021-11-06 00:00:00,Entertainment,0.0,-2392.0,,-0.6781394666165159
2021-11-10 00:00:00,Travel,0.0,-259.09,,0.48582430498607854
2021-11-14 00:00:00,Rent,0.0,-1010.12,,0.09453840753788229
2021-11-16 00:00:00,Health & Fitness,1902.0,-1686.63,0.1132334384858043,0.029572959240815322
2021-11-18 00:00:00,Food & Drink,0.0,-2717.42,,-0.8295033792600877
2021-11-20 00:00:00,Investment,4768.0,-601.89,0.8737646812080536,0.9929700260854919
2021-11-22 00:00:00,Salary,0.0,-934.24,,0.1001855898661691
2021-11-26 00:00:00,Health & Fitness,0.0,-2583.03,,-0.7609185277418808
2021-11-28 00:00:00,Other,4718.0,0.0,1.0,1.3228719619433074
2021-11-30 00:00:00,Health & Fitness,0.0,-491.06,,0.25679870475578875
2021-12-02 00:00:00,Investment,5407.0,-504.06,0.9067764009617162,1.1555975065783022
2021-12-08 00:00:00,Health & Fitness,4585.0,-2016.59,0.5601766630316248,0.25293601381078107
2021-12-10 00:00:00,Salary,0.0,-56.12,,0.4924603294713821
2021-12-12 00:00:00,Salary,0.0,-2619.1800000000003,,-0.7137159532149109
2021-12-14 00:00:00,Investment,7526.0,0.0,1.0,1.7646640925243429
2021-12-16 00:00:00,Health & Fitness,0.0,-100.03,,0.4234911942842448
2021-12-18 00:00:00,Investment,3469.0,0.0,1.0,1.0706118167319743
2021-12-20 00:00:00,Rent,0.0,-2431.2,,-0.6099350585251693
2021-12-22 00:00:00,Rent,0.0,-266.04,,0.4311267066270307
2021-12-24 00:00:00,Other,3277.0,0.0,1.0,1.0992227595889417
2021-12-26 00:00:00,Health & Fitness,0.0,-1512.38,,-0.2099506104988677
2021-12-28 00:00:00,Other,4596.0,0.0,1.0,1.2931101916353969
2021-12-30 00:00:00,Investment,1622.0,0.0,1.0,0.786697620255571
2022-01-01 00:00:00,Salary,0.0,-1043.47,,0.065058644736455
2022-01-03 00:00:00,Health & Fitness,3186.0,-2945.28,0.0755555555555554,-0.394526562617671
2022-01-05 00:00:00,Food & Drink,0.0,-1914.6,,-0.45894828898106826
2022-01-07 00:00:00,Food & Drink,0.0,-1197.85,,-0.11525784943595135
2022-01-09 00:00:00,Entertainment,0.0,-1445.59,,-0.20914641850222543
2022-01-13 00:00:00,Food & Drink,0.0,-2506.7,,-0.7086239584826564
2022-01-15 00:00:00,Entertainment,0.0,-879.48,,0.06087445423343324
2022-01-17 00:00:00,Food & Drink,0.0,-3161.4,,-1.037112847444652
2022-01-21 00:00:00,Health & Fitness,4975.0,-2630.63,0.4712301507537688,0.03332748915324485
2022-01-23 00:00:00,Investment,2785.0,-1224.05,0.5604847396768402,0.32859061738524575
2022-01-27 00:00:00,Entertainment,0.0,-1883.56,,-0.5002048631945064
2022-01-31 00:00:00,Travel,0.0,-1412.75,,-0.08093399001273877
2022-02-02 00:00:00,Salary,0.0,-640.91,,0.28682085075040864
2022-02-04 00:00:00,Shopping,0.0,-2375.26,,-0.5359054980940459
2022-02-06 00:00:00,Health & Fitness,0.0,-1909.67,,-0.4019024603031464
2022-02-08 00:00:00,Travel,0.0,-2290.17,,-0.4981308081252938
2022-02-10 00:00:00,Entertainment,3205.0,-3866.08,-0.2062652106084243,-0.8932321775861691
2022-02-14 00:00:00,Rent,0.0,-1365.57,,-0.14163999391318155
2022-02-16 00:00:00,Food & Drink,6964.0,-2776.91,0.6012478460654797,0.22405231959175437
2022-02-18 00:00:00,Investment,4883.0,0.0,1.0,1.2644409142008906
2022-02-20 00:00:00,Food & Drink,0.0,-1827.33,,-0.48163628288780685
2022-02-22 00:00:00,Investment,797.0,-1578.04,-0.979974905897114,-0.12614855840750566
2022-02-24 00:00:00,Other,806.0,0.0,1.0,0.6886283948768244
2022-02-26 00:00:00,Investment,3244.0,0.0,1.0,1.0731580417578388
2022-02-28 00:00:00,Salary,0.0,-1779.63,,-0.27712754214740337
2022-03-02 00:00:00,Other,2735.0,0.0,1.0,0.9920233074635991
2022-03-04 00:00:00,Investment,5815.0,0.0,1.0,1.4740562247389235
2022-03-06 00:00:00,Entertainment,0.0,-1835.1,,-0.44697285198940623
2022-03-12 00:00:00,Shopping,0.0,-1655.71,,-0.23223145371705162
2022-03-14 00:00:00,Rent,0.0,-807.66,,0.18600513263322566
2022-03-16 00:00:00,Entertainment,4411.0,-23.59,0.994652006347767,1.203556611461027
2022-03-18 00:00:00,Travel,0.0,-3989.91,,-1.3392657862252944
2022-03-20 00:00:00,Food & Drink,0.0,-2155.67,,-0.5884407701544709
2022-03-22 00:00:00,Travel,0.0,-3086.67,,-0.9068189861279021
2022-03-24 00:00:00,Health & Fitness,0.0,-2354.66,,-0.6414536397249009
2022-03-26 00:00:00,Entertainment,0.0,-2581.86,,-0.7890935629761853
2022-03-28 00:00:00,Entertainment,4762.0,-6030.33,-0.2663439731205376,-1.712831875670562
2022-03-30 00:00:00,Shopping,3024.0,-1435.4,0.5253306878306878,0.3068151917968254
2022-04-01 00:00:00,Other,2879.0,-4165.25,-0.4467697117054532,-1.1241912833610512
2022-04-03 00:00:00,Salary,0.0,-3220.77,,-1.0541902202116
2022-04-05 00:00:00,Utilities,0.0,-1985.77,,-0.3864965093754555
2022-04-07 00:00:00,Utilities,0.0,-1458.44,,-0.08136142279494674
2022-04-09 00:00:00,Food & Drink,0.0,-4832.24,,-1.8580585846654116
2022-04-15 00:00:00,Investment,763.0,0.0,1.0,0.6444166246897971
2022-04-17 00:00:00,Food & Drink,0.0,-1722.63,,-0.35112609912348963
2022-04-21 00:00:00,Food & Drink,6576.0,-497.02,0.9244190997566908,1.3360926132501807
2022-04-23 00:00:00,Entertainment,0.0,-1922.28,,-0.49322461862506467
2022-04-29 00:00:00,Health & Fitness,0.0,-1640.61,,-0.32261017648704265
2022-05-01 00:00:00,Entertainment,0.0,-2088.71,,-0.5291845733037219
2022-05-03 00:00:00,Salary,0.0,-103.3,,0.546696167215127
2022-05-05 00:00:00,Shopping,0.0,-3907.48,,-1.289547364928422
2022-05-07 00:00:00,Entertainment,2588.0,-5403.03,-1.0877241112828435,-1.7451817216866703
2022-05-09 00:00:00,Food & Drink,0.0,-1620.15,,-0.3593925749761488
