Date,Income,Expense,Net_Savings,Savings_Rate,Rolling_Income,Rolling_Expense,Rolling_Savings,Category,Source,Category_Encoded
2022-12-28,3922.71,0.0,3922.71,1.0,2804.9733333333334,-1780.3466666666666,1024.6266666666668,Gift,synthetic,9
2022-12-30,0.0,-1280.53,-1280.53,,1307.57,-1455.3500000000001,-147.77999999999997,Groceries,synthetic,10
2023-01-03,2318.57,0.0,2318.57,1.0,2080.4266666666667,-426.8433333333333,1653.5833333333333,Bonus,synthetic,0
2023-01-05,2943.41,0.0,2943.41,1.0,1753.993333333333,-426.8433333333333,1327.1499999999999,Bonus,synthetic,0
2023-01-07,3507.74,-1010.12,2497.62,0.7120311083489654,2923.24,-336.70666666666665,2586.5333333333333,Subscriptions,synthetic,23
2023-01-09,6141.35,-1593.62,4547.7300000000005,0.7405098227588397,4197.5,-867.9133333333333,3329.5866666666666,Investment,synthetic,15
2023-01-11,0.0,-1031.45,-1031.45,,3216.3633333333332,-1211.7299999999998,2004.6333333333334,Rent,synthetic,21
2023-01-13,0.0,-3267.47,-3267.47,,2047.1166666666668,-1964.18,82.9366666666668,Health,synthetic,12
2023-01-19,1858.65,0.0,1858.65,1.0,619.5500000000001,-1432.9733333333334,-813.4233333333333,Tax Return,synthetic,24
2023-01-29,10400.34,0.0,10400.34,1.0,4086.33,-1089.1566666666668,2997.1733333333336,Bonus,synthetic,0
2023-01-31,4667.09,0.0,4667.09,1.0,5642.026666666668,0.0,5642.026666666668,Salary,synthetic,22
2023-02-02,0.0,-3045.69,-3045.69,,5022.4766666666665,-1015.23,4007.2466666666664,Groceries,synthetic,10
2023-02-04,0.0,-2126.37,-2126.37,,1555.6966666666667,-1724.0199999999998,-168.32333333333327,Pets,synthetic,20
2023-02-12,4583.61,0.0,4583.61,1.0,1527.87,-1724.0199999999998,-196.14999999999995,Investment,synthetic,15
2023-02-16,3224.33,0.0,3224.33,1.0,2602.6466666666665,-708.79,1893.8566666666666,Tax Return,synthetic,24
2023-02-18,8093.9400000000005,-1273.54,6820.400000000001,0.8426551222272466,5300.626666666667,-424.5133333333333,4876.113333333334,Bonus,synthetic,0
2023-02-20,4272.34,-4256.25,16.090000000000146,0.0037660860324787225,5196.87,-1843.2633333333333,3353.6066666666666,Bonus,synthetic,0
2023-02-22,2425.2,-4567.26,-2142.0600000000004,-0.8832508659079665,4930.493333333334,-3365.683333333333,1564.8100000000004,Bonus,synthetic,0
2023-02-24,4501.87,0.0,4501.87,1.0,3733.1366666666668,-2941.1699999999996,791.9666666666668,Salary,synthetic,22
2023-02-28,0.0,-1903.34,-1903.34,,2309.023333333333,-2156.866666666667,152.15666666666684,Transport,synthetic,25
2023-03-02,4419.76,0.0,4419.76,1.0,2973.876666666667,-634.4466666666666,2339.4300000000003,Salary,synthetic,22
2023-03-04,4598.68,0.0,4598.68,1.0,3006.146666666667,-634.4466666666666,2371.7000000000003,Tax Return,synthetic,24
2023-03-06,0.0,-2309.11,-2309.11,,3006.146666666667,-769.7033333333334,2236.443333333333,Health,synthetic,12
2023-03-08,3258.21,-1609.9,1648.31,0.5058943407576553,2618.9633333333336,-1306.3366666666668,1312.626666666667,Pets,synthetic,20
2023-03-10,0.0,-3096.88,-3096.88,,1086.07,-2338.63,-1252.5599999999997,Health,synthetic,12
2023-03-20,3701.83,0.0,3701.83,1.0,2320.0133333333333,-1568.926666666667,751.0866666666669,Salary,synthetic,22
2023-03-22,2535.81,-1907.3,628.51,0.24785374298547605,2079.213333333333,-1668.0600000000002,411.1533333333336,Bonus,synthetic,0
2023-03-24,0.0,-2559.93,-2559.93,,2079.213333333333,-1489.0766666666666,590.1366666666671,Pets,synthetic,20
2023-03-26,3443.36,0.0,3443.36,1.0,1993.0566666666666,-1489.0766666666666,503.9800000000005,Gift,synthetic,9
2023-03-28,0.0,-2516.16,-2516.16,,1147.7866666666666,-1692.0299999999997,-544.2433333333328,Utilities,synthetic,27
2023-04-01,0.0,-1505.04,-1505.04,,1147.7866666666666,-1340.3999999999999,-192.61333333333286,Groceries,synthetic,10
2023-04-07,3164.51,0.0,3164.51,1.0,1054.8366666666668,-1340.3999999999999,-285.5633333333329,Gift,synthetic,9
2023-04-09,4428.28,-1665.8,2762.4799999999996,0.6238268582835773,2530.93,-1056.9466666666667,1473.9833333333336,Subscriptions,synthetic,23
2023-04-11,3428.69,0.0,3428.69,1.0,3673.8266666666664,-555.2666666666667,3118.56,Bonus,synthetic,0
2023-04-13,2899.83,0.0,2899.83,1.0,3585.6,-555.2666666666667,3030.3333333333335,Bonus,synthetic,0
2023-04-19,0.0,-1930.01,-1930.01,,2109.5066666666667,-643.3366666666667,1466.1700000000003,Pets,synthetic,20
2023-04-21,3435.94,0.0,3435.94,1.0,2111.9233333333336,-643.3366666666667,1468.5866666666673,Salary,synthetic,22
2023-04-23,2869.58,-2485.11,384.4699999999998,0.13398127949037833,2101.84,-1471.7066666666667,630.1333333333338,Bonus,synthetic,0
2023-04-27,2402.94,-2542.36,-139.42000000000007,-0.05802059144215006,2902.8199999999997,-1675.8233333333335,1226.9966666666671,Medical,synthetic,16
2023-04-29,0.0,-2995.61,-2995.61,,1757.5066666666664,-2674.36,-916.853333333333,Pets,synthetic,20
2023-05-01,4402.34,-2471.83,1930.5100000000002,0.43851906031792187,2268.4266666666667,-2669.933333333334,-401.5066666666662,Food,synthetic,7
2023-05-03,4222.39,-2337.35,1885.0400000000004,0.4464391020251564,2874.91,-2601.596666666667,273.31333333333396,Gift,synthetic,9
2023-05-05,2325.44,0.0,2325.44,1.0,3650.056666666667,-1603.0600000000002,2046.9966666666671,Tax Return,synthetic,24
2023-05-07,8297.279999999999,-3228.82,5068.459999999999,0.6108580161209456,4948.37,-1855.39,3092.98,Investment,synthetic,15
2023-05-09,0.0,-6353.6900000000005,-6353.6900000000005,,3540.906666666666,-3194.17,346.7366666666664,Food,synthetic,7
2023-05-13,3107.31,-1663.94,1443.37,0.46450788624244116,3801.5299999999993,-3748.816666666667,52.71333333333314,Debt,synthetic,2
2023-05-21,3618.55,0.0,3618.55,1.0,2241.9533333333334,-2672.5433333333335,-430.58999999999986,Investment,synthetic,15
2023-05-23,0.0,-1900.34,-1900.34,,2241.9533333333334,-1188.0933333333332,1053.8600000000004,Groceries,synthetic,10
2023-05-25,0.0,-2790.29,-2790.29,,1206.1833333333334,-1563.543333333333,-357.3599999999997,Medical,synthetic,16
2023-06-02,3807.87,0.0,3807.87,1.0,1269.29,-1563.543333333333,-294.2533333333331,Bonus,synthetic,0
2023-06-08,4154.03,-1713.77,2440.2599999999998,0.5874440001636965,2653.9666666666667,-1501.3533333333332,1152.6133333333335,Entertainment,synthetic,5
2023-06-10,0.0,-1859.61,-1859.61,,2653.9666666666667,-1191.1266666666663,1462.8400000000001,Utilities,synthetic,27
2023-06-14,3828.46,0.0,3828.46,1.0,2660.83,-1191.1266666666663,1469.7033333333336,Salary,synthetic,22
2023-06-16,0.0,-1404.55,-1404.55,,1276.1533333333334,-1088.053333333333,188.10000000000028,Insurance,synthetic,14
2023-06-22,2907.62,0.0,2907.62,1.0,2245.36,-468.18333333333317,1777.176666666667,Gift,synthetic,9
2023-06-24,3296.8,-2699.96,596.8400000000001,0.18103615627274935,2068.14,-1368.1699999999998,699.9700000000003,Pets,synthetic,20
2023-06-30,2965.18,0.0,2965.18,1.0,3056.5333333333333,-899.9866666666663,2156.546666666667,Investment,synthetic,15
2023-07-04,0.0,-2197.64,-2197.64,,2087.3266666666664,-1632.5333333333328,454.7933333333337,Subscriptions,synthetic,23
2023-07-08,0.0,-1449.58,-1449.58,,988.3933333333333,-1215.7399999999996,-227.34666666666635,Subscriptions,synthetic,23
2023-07-12,3915.89,0.0,3915.89,1.0,1305.2966666666666,-1215.7399999999996,89.556666666667,Tax Return,synthetic,24
2023-07-14,0.0,-2158.16,-2158.16,,1305.2966666666666,-1202.5799999999997,102.716666666667,Groceries,synthetic,10
2023-07-24,5611.41,-500.0,5111.41,0.9108958354495572,3175.7666666666664,-886.053333333333,2289.7133333333336,Bonus,synthetic,0
2023-07-28,0.0,-1522.65,-1522.65,,1870.47,-1393.6033333333332,476.8666666666671,Pets,synthetic,20
2023-08-05,4745.29,0.0,4745.29,1.0,3452.2333333333336,-674.2166666666664,2778.016666666667,Bonus,synthetic,0
2023-08-07,4635.01,-3626.54,1008.4700000000003,0.21757666110752732,3126.7666666666664,-1716.3966666666663,1410.3700000000006,Food,synthetic,7
2023-08-09,8393.470000000001,-1947.15,6446.3200000000015,0.7680160886975232,5924.59,-1857.8966666666663,4066.6933333333345,Gift,synthetic,9
2023-08-11,5719.799999999999,0.0,5719.799999999999,1.0,6249.426666666666,-1857.8966666666663,4391.530000000001,Tax Return,synthetic,24
2023-08-13,0.0,-2156.91,-2156.91,,4704.423333333333,-1368.0199999999998,3336.403333333334,Medical,synthetic,16
2023-08-15,3876.17,-2486.62,1389.5500000000002,0.3584853089518778,3198.6566666666663,-1547.843333333333,1650.8133333333335,Salary,synthetic,22
2023-08-17,5776.08,-2637.14,3138.94,0.543437764019889,3217.4166666666665,-2426.8899999999994,790.5266666666671,Bonus,synthetic,0
2023-08-19,0.0,-2522.24,-2522.24,,3217.4166666666665,-2548.666666666666,668.7500000000006,Food,synthetic,7
2023-08-21,0.0,-2752.25,-2752.25,,1925.36,-2637.2099999999996,-711.8499999999996,Debt,synthetic,2
2023-08-23,3398.2,-1663.89,1734.3099999999997,0.5103613677829438,1132.7333333333333,-2312.793333333333,-1180.0599999999997,Bonus,synthetic,0
2023-08-25,6174.780000000001,0.0,6174.780000000001,1.0,3190.9933333333333,-1472.0466666666664,1718.946666666667,Gift,synthetic,9
2023-08-27,2916.78,-2047.64,869.1400000000001,0.29797927851946326,4163.253333333333,-1237.1766666666665,2926.0766666666673,Gift,synthetic,9
2023-08-29,0.0,-4077.4,-4077.4,,3030.5200000000004,-2041.6799999999996,988.8400000000005,Food,synthetic,7
2023-08-31,3177.72,-1331.15,1846.5699999999997,0.5810990269753156,2031.5,-2485.3966666666665,-453.89666666666653,Health,synthetic,12
2023-09-02,2841.25,-1635.7,1205.55,0.42430268367795865,2006.323333333333,-2348.083333333333,-341.76,Health,synthetic,12
2023-09-06,2881.2,-1324.07,1557.1299999999999,0.5404449534916007,2966.7233333333334,-1430.3066666666666,1536.416666666667,Gift,synthetic,9
2023-09-08,4224.02,0.0,4224.02,1.0,3315.4900000000002,-986.5899999999998,2328.9000000000005,Gift,synthetic,9
2023-09-10,4083.78,0.0,4083.78,1.0,3729.6666666666674,-441.3566666666665,3288.310000000001,Gift,synthetic,9
2023-09-14,0.0,-3558.7200000000003,-3558.7200000000003,,2769.266666666667,-1186.24,1583.0266666666673,Pets,synthetic,20
2023-09-18,2722.74,0.0,2722.74,1.0,2268.84,-1186.24,1082.6000000000006,Tax Return,synthetic,24
2023-09-20,0.0,-1825.24,-1825.24,,907.5799999999999,-1794.6533333333334,-887.0733333333328,Medical,synthetic,16
2023-09-22,2495.18,0.0,2495.18,1.0,1739.3066666666666,-608.4133333333332,1130.8933333333337,Tax Return,synthetic,24
2023-09-26,4025.66,-1901.49,2124.17,0.5276575766458171,2173.6133333333332,-1242.243333333333,931.3700000000005,Entertainment,synthetic,5
2023-09-28,8326.880000000001,-1978.75,6348.130000000001,0.7623659762119785,4949.240000000001,-1293.4133333333332,3655.8266666666677,Bonus,synthetic,0
2023-09-30,0.0,-1578.39,-1578.39,,4117.513333333333,-1819.543333333333,2297.9700000000007,Medical,synthetic,16
2023-10-02,3457.26,-2725.06,732.2000000000003,0.2117862122027271,3928.046666666667,-2094.0666666666666,1833.9800000000012,Gift,synthetic,9
2023-10-04,0.0,-500.0,-500.0,,1152.42,-1601.1499999999999,-448.72999999999934,Entertainment,synthetic,5
2023-10-08,3204.97,0.0,3204.97,1.0,2220.7433333333333,-1075.0199999999998,1145.723333333334,Investment,synthetic,15
2023-10-10,0.0,-2263.79,-2263.79,,1068.3233333333333,-921.2633333333332,147.06000000000054,Transport,synthetic,25
2023-10-12,2564.23,0.0,2564.23,1.0,1923.0666666666666,-754.5966666666665,1168.4700000000005,Bonus,synthetic,0
2023-10-14,0.0,-778.78,-778.78,,854.7433333333333,-1014.1899999999999,-159.44666666666603,Health,synthetic,12
2023-10-16,3621.98,0.0,3621.98,1.0,2062.07,-259.5933333333332,1802.4766666666674,Investment,synthetic,15
2023-10-20,0.0,-2405.46,-2405.46,,1207.3266666666666,-1061.4133333333332,145.91333333333387,Health,synthetic,12
2023-10-30,3440.46,0.0,3440.46,1.0,2354.146666666667,-801.82,1552.326666666667,Tax Return,synthetic,24
2023-11-03,0.0,-2816.31,-2816.31,,1146.82,-1740.5900000000001,-593.7699999999995,Transport,synthetic,25
2023-11-05,2952.31,0.0,2952.31,1.0,2130.9233333333336,-938.77,1192.1533333333339,Bonus,synthetic,0
2023-11-07,2718.93,-2214.72,504.21000000000004,0.18544427403427086,1890.4133333333332,-1677.01,213.4033333333338,Bonus,synthetic,0
2023-11-11,3951.85,-1748.7,2203.1499999999996,0.5574983868314839,3207.6966666666667,-1321.14,1886.556666666667,Groceries,synthetic,10
2023-11-15,2184.08,-2021.61,162.47000000000003,0.0743883007948427,2951.6200000000003,-1995.01,956.6100000000002,Gift,synthetic,9
2023-11-17,0.0,-1919.1,-1919.1,,2045.3100000000002,-1896.47,148.84000000000037,Insurance,synthetic,14
2023-11-23,3788.47,0.0,3788.47,1.0,1990.8499999999997,-1313.57,677.2800000000004,Investment,synthetic,15
2023-11-25,3090.92,0.0,3090.92,1.0,2293.1299999999997,-639.6999999999999,1653.4300000000003,Gift,synthetic,9
2023-11-29,0.0,-1456.86,-1456.86,,2293.1299999999997,-485.61999999999995,1807.5100000000004,Transport,synthetic,25
2023-12-01,4088.76,0.0,4088.76,1.0,2393.226666666667,-485.61999999999995,1907.6066666666673,Salary,synthetic,22
2023-12-03,4230.61,0.0,4230.61,1.0,2773.123333333333,-485.61999999999995,2287.5033333333336,Investment,synthetic,15
2023-12-05,0.0,-2356.56,-2356.56,,2773.123333333333,-785.52,1987.6033333333337,Pets,synthetic,20
2023-12-07,0.0,-779.45,-779.45,,1410.2033333333331,-1045.3366666666668,364.86666666666684,Debt,synthetic,2
2023-12-11,0.0,-690.21,-690.21,,0.0,-1275.4066666666668,-1275.4066666666665,Entertainment,synthetic,5
2023-12-19,3819.49,0.0,3819.49,1.0,1273.1633333333332,-489.8866666666667,783.2766666666668,Bonus,synthetic,0
2023-12-23,4659.88,-2406.3,2253.58,0.48361331193077933,2826.4566666666665,-1032.17,1794.2866666666669,Groceries,synthetic,10
2023-12-25,11660.82,-2817.29,8843.529999999999,0.7583969223433685,6713.3966666666665,-1741.1966666666667,4972.2,Bonus,synthetic,0
2023-12-27,0.0,-1891.06,-1891.06,,5440.233333333333,-2371.5499999999997,3068.683333333333,Debt,synthetic,2
2023-12-31,10949.8,-2346.63,8603.169999999998,0.7856919761091525,7536.873333333333,-2351.66,5185.213333333332,Investment,synthetic,15
2024-01-02,0.0,-1812.36,-1812.36,,3649.933333333333,-2016.6833333333334,1633.2499999999998,Medical,synthetic,16
2024-01-04,0.0,-1995.71,-1995.71,,3649.933333333333,-2051.5666666666666,1598.3666666666666,Education,synthetic,3
2024-01-06,4584.02,0.0,4584.02,1.0,1528.006666666667,-1269.3566666666666,258.65000000000055,Bonus,synthetic,0
2024-01-08,0.0,-2205.29,-2205.29,,1528.006666666667,-1400.3333333333333,127.67333333333379,Groceries,synthetic,10
2024-01-14,6369.51,0.0,6369.51,1.0,3651.1766666666667,-735.0966666666667,2916.0800000000004,Bonus,synthetic,0
2024-01-16,0.0,-3424.52,-3424.52,,2123.17,-1876.6033333333332,246.56666666666706,Groceries,synthetic,10
2024-01-18,0.0,-2161.27,-2161.27,,2123.17,-1861.93,261.2400000000004,Entertainment,synthetic,5
2024-01-20,2987.37,-3299.29,-311.9200000000001,-0.10441291169155481,995.79,-2961.693333333333,-1965.903333333333,Bonus,synthetic,0
2024-01-22,0.0,-1012.61,-1012.61,,995.79,-2157.723333333333,-1161.9333333333332,Insurance,synthetic,14
2024-01-24,3714.76,0.0,3714.76,1.0,2234.0433333333335,-1437.3,796.7433333333337,Gift,synthetic,9
2024-01-28,0.0,-2007.39,-2007.39,,1238.2533333333333,-1006.6666666666666,231.58666666666696,Insurance,synthetic,14
2024-02-01,7300.0,0.0,7300.0,1.0,3671.5866666666666,-669.13,3002.456666666667,Bonus,synthetic,0
2024-02-03,3102.52,0.0,3102.52,1.0,3467.5066666666667,-669.13,2798.376666666667,Tax Return,synthetic,24
2024-02-05,0.0,-3794.0299999999997,-3794.0299999999997,,3467.5066666666667,-1264.6766666666665,2202.83,Entertainment,synthetic,5
2024-02-07,0.0,-2217.18,-2217.18,,1034.1733333333334,-2003.7366666666665,-969.5633333333329,Medical,synthetic,16
2024-02-11,4706.02,0.0,4706.02,1.0,1568.6733333333334,-2003.7366666666665,-435.0633333333329,Tax Return,synthetic,24
2024-02-13,0.0,-2057.87,-2057.87,,1568.6733333333334,-1425.0166666666664,143.6566666666672,Transport,synthetic,25
2024-02-15,3027.3,0.0,3027.3,1.0,2577.7733333333335,-685.9566666666666,1891.8166666666673,Gift,synthetic,9
2024-02-17,2516.34,-1582.91,933.4300000000001,0.3709474872235072,1847.88,-1213.5933333333332,634.2866666666671,Groceries,synthetic,10
2024-02-21,8401.060000000001,-2033.15,6367.910000000002,0.7579888728327141,4648.233333333334,-1205.3533333333335,3442.880000000001,Gift,synthetic,9
2024-02-23,0.0,-2088.99,-2088.99,,3639.1333333333337,-1901.6833333333334,1737.450000000001,Food,synthetic,7
2024-02-27,1567.09,0.0,1567.09,1.0,3322.716666666667,-1374.0466666666669,1948.670000000001,Gift,synthetic,9
2024-03-02,0.0,-2753.9,-2753.9,,522.3633333333333,-1614.2966666666664,-1091.9333333333332,Insurance,synthetic,14
2024-03-04,0.0,-2785.33,-2785.33,,522.3633333333333,-1846.4099999999999,-1324.0466666666664,Entertainment,synthetic,5
2024-03-08,2555.41,0.0,2555.41,1.0,851.8033333333333,-1846.4099999999999,-994.6066666666666,Bonus,synthetic,0
2024-03-10,0.0,-1956.99,-1956.99,,851.8033333333333,-1580.7733333333333,-728.9699999999997,Utilities,synthetic,27
2024-03-14,4027.15,0.0,4027.15,1.0,2194.1866666666665,-652.33,1541.8566666666668,Salary,synthetic,22
2024-03-20,0.0,-2474.06,-2474.06,,1342.3833333333334,-1477.0166666666667,-134.63333333333307,Insurance,synthetic,14
2024-03-22,4018.7,0.0,4018.7,1.0,2681.9500000000003,-824.6866666666666,1857.2633333333335,Tax Return,synthetic,24
2024-03-24,0.0,-1444.13,-1444.13,,1339.5666666666666,-1306.0633333333333,33.50333333333356,Medical,synthetic,16
2024-04-01,5625.68,0.0,5625.68,1.0,3214.7933333333335,-481.3766666666667,2733.4166666666665,Gift,synthetic,9
2024-04-03,3666.24,-4763.45,-1097.21,-0.29927391551016846,3097.306666666667,-2069.193333333333,1028.1133333333337,Education,synthetic,3
2024-04-05,3967.8,-2429.31,1538.4900000000002,0.38774383789505523,4419.906666666667,-2397.5866666666666,2022.3200000000004,Salary,synthetic,22
2024-04-07,0.0,-1378.28,-1378.28,,2544.68,-2857.013333333333,-312.333333333333,Medical,synthetic,16
2024-04-19,4146.71,0.0,4146.71,1.0,2704.8366666666666,-1269.1966666666667,1435.6400000000003,Gift,synthetic,9
2024-04-21,2961.16,-2604.15,357.00999999999976,0.12056423833902923,2369.29,-1327.4766666666667,1041.8133333333335,Insurance,synthetic,14
2024-04-23,3375.56,-1555.74,1819.82,0.5391164725260401,3494.476666666667,-1386.6299999999999,2107.846666666667,Investment,synthetic,15
2024-04-25,0.0,-3241.19,-3241.19,,2112.24,-2467.0266666666666,-354.7866666666666,Health,synthetic,12
2024-05-01,2257.88,-2066.8,191.07999999999993,0.08462805817846826,1877.8133333333335,-2287.9100000000003,-410.0966666666665,Entertainment,synthetic,5
2024-05-07,3231.88,0.0,3231.88,1.0,1829.92,-1769.3300000000002,60.590000000000146,Salary,synthetic,22
2024-05-09,4410.87,-1413.51,2997.3599999999997,0.6795394105924681,3300.2100000000005,-1160.1033333333335,2140.106666666667,Insurance,synthetic,14
2024-05-11,4014.22,-2854.73,1159.4899999999998,0.28884565370109255,3885.6566666666663,-1422.7466666666667,2462.9100000000003,Investment,synthetic,15
2024-05-13,7760.32,0.0,7760.32,1.0,5395.136666666666,-1422.7466666666667,3972.39,Investment,synthetic,15
2024-05-15,0.0,-4132.37,-4132.37,,3924.8466666666664,-2329.0333333333333,1595.8133333333337,Education,synthetic,3
2024-05-17,0.0,-1451.61,-1451.61,,2586.773333333333,-1861.3266666666666,725.446666666667,Education,synthetic,3
2024-05-21,2571.21,0.0,2571.21,1.0,857.07,-1861.3266666666666,-1004.2566666666662,Investment,synthetic,15
2024-05-25,3526.53,-1536.78,1989.7500000000002,0.5642231882331924,2032.58,-996.13,1036.4500000000005,Gift,synthetic,9
2024-05-29,3110.49,-1936.2,1174.2899999999997,0.37752572745773166,3069.41,-1157.66,1911.7500000000002,Bonus,synthetic,0
2024-05-31,0.0,-1999.72,-1999.72,,2212.34,-1824.2333333333333,388.10666666666697,Education,synthetic,3
2024-06-02,7247.93,0.0,7247.93,1.0,3452.806666666667,-1311.9733333333334,2140.8333333333335,Salary,synthetic,22
2024-06-04,3701.15,-3619.56,81.59000000000015,0.022044499682531145,3649.693333333333,-1873.0933333333335,1776.6000000000004,Food,synthetic,7
2024-06-08,0.0,-2375.96,-2375.96,,3649.693333333333,-1998.506666666667,1651.1866666666672,Education,synthetic,3
2024-06-20,0.0,-2420.58,-2420.58,,1233.7166666666667,-2805.366666666667,-1571.6499999999996,Rent,synthetic,21
2024-06-22,3475.37,0.0,3475.37,1.0,1158.4566666666667,-1598.846666666667,-440.3899999999997,Bonus,synthetic,0
2024-06-28,0.0,-1500.64,-1500.64,,1158.4566666666667,-1307.0733333333335,-148.61666666666642,Pets,synthetic,20
2024-07-08,3370.32,0.0,3370.32,1.0,2281.896666666667,-500.21333333333354,1781.6833333333336,Salary,synthetic,22
2024-07-10,0.0,-2156.4,-2156.4,,1123.44,-1219.0133333333335,-95.57333333333311,Insurance,synthetic,14
2024-07-14,4276.28,0.0,4276.28,1.0,2548.866666666667,-718.8000000000001,1830.0666666666668,Salary,synthetic,22
2024-07-16,3960.84,-1384.59,2576.25,0.6504302117732602,2745.7066666666665,-1180.3300000000002,1565.376666666667,Pets,synthetic,20
2024-07-18,2680.0,-1778.67,901.3299999999999,0.33631716417910446,3639.0399999999995,-1054.42,2584.6200000000003,Bonus,synthetic,0
2024-07-20,0.0,-2695.42,-2695.42,,2213.6133333333332,-1952.8933333333334,260.7200000000004,Groceries,synthetic,10
2024-07-22,2639.16,0.0,2639.16,1.0,1773.053333333333,-1491.3633333333335,281.69000000000034,Salary,synthetic,22
2024-07-26,0.0,-1713.77,-1713.77,,879.7199999999997,-1469.7300000000002,-590.0099999999996,Pets,synthetic,20
2024-08-03,3258.21,0.0,3258.21,1.0,1965.7899999999997,-571.2566666666667,1394.5333333333338,Investment,synthetic,15
2024-08-05,3475.19,-1642.89,1832.3,0.5272517473864738,2244.4666666666667,-1118.8866666666665,1125.5800000000006,Gift,synthetic,9
2024-08-11,0.0,-892.81,-892.81,,2244.4666666666667,-845.2333333333332,1399.2333333333338,Utilities,synthetic,27
